"Stanje","Pregledi","Cijena","Proizvodjac","Model","Gorivo","Godiste","Transmisija","Kilometraza","Kubikaza","Snaga motora (KW)","Broj vrata"
"Koristeno","11149","99000","Porsche","Cayenne","Dizel","2017","Automatik","93000","3.0","193","4/5"
"Koristeno","3971","20000","Volkswagen","Golf","Dizel","2010","Automatik","276521","2.0","125","2/3"
"Koristeno","16132","16000","Mercedes-Benz","E 220","Dizel","2007","Automatik","390000","3.2","165","4/5"
"Koristeno","8297","189000","Mercedes-Benz","GLE 400 Coupe","Dizel","2021","Automatik","76000","3.0","250","4/5"
"Koristeno","1104","9850","Seat","Ibiza","Dizel","2011","Manuelni","178000","1.2","55","2/3"
"Koristeno","34830","48700","Volkswagen","Golf","Benzin","2020","Automatik","54250","2.0","180","4/5"
"Koristeno","2337","19350","Volkswagen","Tiguan","Dizel","2010","Manuelni","214000","2.0","103","4/5"
"Koristeno","806","7300","Renault","Clio","Dizel","2006","Manuelni","207000","1.5","63","4/5"
"Koristeno","482","3600","Volkswagen","Golf","Dizel","1999","Manuelni","321123","1.9","50","2/3"
"Koristeno","2588","16500","Volkswagen","Golf","Dizel","2011","Manuelni","216613","2.0","103","4/5"
"Koristeno","8605","31500","Mercedes-Benz","E 220","Dizel","2013","Automatik","293400","2.2","125","4/5"
"Koristeno","2629","58900","Volkswagen","Tiguan","Dizel","2020","Automatik","156780","2.0","140","4/5"
"Koristeno","1859","10800","Citroen","C3","Dizel","2012","Manuelni","178000","1.4","50","4/5"
"Koristeno","8114","","Renault","Megane","Dizel","2016","Manuelni","153677","1.5","81","4/5"
"Koristeno","2830","31900","Audi","A6","Dizel","2011","Automatik","293000","3.0","180","4/5"
"Koristeno","483","9800","Volkswagen","Polo","Dizel","2011","Manuelni","250000","1.2","55","4/5"
"Koristeno","1980","33500","Ford","Tourneo","Dizel","2015","Manuelni","260000","2.2","114","4/5"
"Koristeno","8219","36900","Volkswagen","Passat","Dizel","2018","Automatik","229200","2.0","140","4/5"
"Koristeno","5967","","BMW","740","Dizel","2013","","293000","3.0","230","4/5"
"Koristeno","1586","13000","Volkswagen","Golf Plus","Dizel","2010","Manuelni","204000","1.6","77","4/5"
"Koristeno","21739","87000","Audi","Q7","Dizel","2016","Automatik","111000","3.0","200","4/5"
"Koristeno","3573","","Volkswagen","Golf","Dizel","2012","Manuelni","255000","1.6","77","4/5"
"Koristeno","2822","42900","Volkswagen","Tiguan","Dizel","2017","Automatik","250000","2.0","140","4/5"
"Koristeno","11290","57900","Audi","A6","Dizel","2019","Automatik","196000","2.0","150","4/5"
"Koristeno","7549","62900","Volvo","XC 60","Dizel","2020","Automatik","153400","2.0","145","4/5"
"Koristeno","10522","16200","Audi","A4","Dizel","2008","Automatik","310000","2.7","140","4/5"
"Koristeno","2098","","Skoda","Octavia","Dizel","2013","Manuelni","188000","2.0","110","4/5"
"Koristeno","133","","Renault","Megane","Dizel","2017","Automatik","127000","1.5","81","4/5"
"Koristeno","555","","Renault","Kadjar","Dizel","2017","Automatik","80000","1.5","81","4/5"
"Koristeno","1926","68000","BMW","X5","Dizel","2014","Automatik","226000","3.0","230","4/5"
"Koristeno","179","21800","Volkswagen","Golf","Dizel","2016","Manuelni","197000","1.6","81","4/5"
"Koristeno","5981","24300","Volkswagen","Passat","Dizel","2011","Automatik","227000","2.0","103","4/5"
"Koristeno","1933","77000","BMW","X6","Dizel","2015","Automatik","227000","3.0","190","4/5"
"Koristeno","21024","23700","Audi","A6","Dizel","2012","Automatik","347000","2.0","130","4/5"
"Koristeno","1060","","Mercedes-Benz","GLC 250","Dizel","2016","Automatik","215000","2.2","150","4/5"
"Koristeno","4444","45980","Peugeot","5008","Dizel","2019","Automatik","145337","2.0","130","4/5"
"Koristeno","4118","23900","Volkswagen","Tiguan","Dizel","2012","Automatik","230000","2.0","103","4/5"
"Koristeno","50178","185000","Audi","SQ7","Dizel","2020","Automatik","85617","4.0","320","4/5"
"Koristeno","226","6950","Renault","Megane","Dizel","2007","Manuelni","220000","1.5","78","4/5"
"Koristeno","2208","64500","BMW","320","Dizel","2019","Automatik","65000","2.0","144","4/5"
"Koristeno","41730","","Audi","RS7","Benzin","2021","Automatik","25000","4.0","440","4/5"
"Koristeno","165","3999","Volkswagen","Golf","Dizel","2001","Manuelni","300000","1.9","66","4/5"
"Koristeno","2012","","Skoda","Superb","Dizel","2015","Automatik","241000","2.0","140","4/5"
"Koristeno","5700","41400","Mercedes-Benz","E 350","Dizel","2014","Automatik","355000","3.0","185","4/5"
"Koristeno","728","9400","Renault","Megane","Dizel","2010","Manuelni","291000","1.9","96","2/3"
"Koristeno","139","3500","Mercedes-Benz","A 160","Dizel","2002","Manuelni","292000","1.7","55","4/5"
"Koristeno","462","79000","BMW","540","Dizel","2020","Automatik","103000","3.0","235","4/5"
"Koristeno","5512","3500","Fiat","Idea","Benzin","2005","Manuelni","248773","1.4","66","4/5"
"Koristeno","1241","24500","Volkswagen","Golf","Dizel","2015","Manuelni","240749","1.6","77","4/5"
"Novo","757","53586","Skoda","Octavia","Benzin","2024","Manuelni","0","1.5","85","4/5"
"Koristeno","2733","27000","Volkswagen","Tiguan","Dizel","2014","Manuelni","199401","2.0","103","4/5"
"Koristeno","2674","6900","Audi","A3","Dizel","2001","Automatik","289000","1.9","96","4/5"
"Koristeno","15439","13950","Volkswagen","Golf","Benzin","2013","Manuelni","242345","1.2","63","2/3"
"Koristeno","137","","Renault","Clio","Dizel","2001","Manuelni","270000","1.5","48","2/3"
"Koristeno","1245","17700","Volkswagen","Golf","Dizel","2013","Manuelni","241200","1.6","81","4/5"
"Koristeno","1431","","Volkswagen","Golf","Dizel","2011","Manuelni","196000","1.6","77","4/5"
"Koristeno","1917","1400","Peugeot","206","Dizel","2002","Manuelni","3220000","2.0","66","2/3"
"Koristeno","318","30000","BMW","X3","Dizel","2014","Automatik","280000","2.0","140","4/5"
"Koristeno","3829","12750","Peugeot","208","Benzin","2013","Manuelni","230000","1.2","51","4/5"
"Koristeno","960","14900","Seat","Leon","Dizel","2011","Automatik","193000","2.0","125","4/5"
"Koristeno","3465","15200","Mitsubishi","Pajero","Dizel","1989","Manuelni","325000","2.5","63","2/3"
"Koristeno","564","9700","Opel","Meriva","Benzin","2011","Manuelni","157000","1.4","88","4/5"
"Koristeno","379","16350","Volkswagen","Passat","Dizel","2010","Manuelni","211000","2.0","103","4/5"
"Koristeno","2851","11500","BMW","X5","Dizel","2004","Automatik","415000","3.0","160","4/5"
"Koristeno","1986","15600","Volkswagen","Passat CC","Dizel","2009","Manuelni","230111","2.0","103","4/5"
"Koristeno","2666","35500","Land Rover","Range Rover Evoque","Dizel","2014","Automatik","219000","2.2","110","4/5"
"Koristeno","931","","Land Rover","Range Rover Sport","Dizel","2009","Automatik","262000","2.7","140","4/5"
"Koristeno","790","48980","Kia","Sportage","Benzin","2022","Manuelni","41386","1.6","110","4/5"
"Koristeno","1076","13900","Audi","A3","Dizel","2011","Manuelni","230111","1.6","77","4/5"
"Koristeno","9495","12990","Audi","A3","Dizel","2009","Manuelni","212222","2.0","103","4/5"
"Koristeno","3325","9500","Volkswagen","Polo","Dizel","2011","Manuelni","290000","1.2","55","4/5"
"Koristeno","17075","90000","BMW","730","Dizel","2016","Automatik","81000","3.0","195","4/5"
"Koristeno","3123","22900","Audi","A3","Dizel","2013","Manuelni","238000","1.6","81","4/5"
"Koristeno","216","","Skoda","Octavia","Dizel","2015","Manuelni","232000","1.6","77","4/5"
"Koristeno","4427","19900","Mercedes-Benz","C 220","Dizel","2011","Automatik","249000","2.2","88","4/5"
"Koristeno","12999","22500","Ford","Focus","Dizel","2019","Manuelni","180000","1.5","88","4/5"
"Koristeno","2566","","Mercedes-Benz","GLE 450 Coupe","Dizel","2023","Automatik","23000","3.0","270","4/5"
"Koristeno","4161","15700","Audi","A4","Dizel","2009","Automatik","277000","2.0","105","4/5"
"Koristeno","6168","","Peugeot","508","Dizel","2019","Manuelni","172762","1.5","96","4/5"
"Koristeno","13384","16600","Volkswagen","Passat CC","Benzin","2008","Automatik","257000","2.0","147","4/5"
"Koristeno","1640","6850","Opel","Astra","Dizel","2009","Manuelni","262000","1.7","81","4/5"
"Koristeno","15680","36000","Skoda","Octavia","Dizel","2018","Automatik","210221","2.0","110","4/5"
"Koristeno","4916","49900","Audi","A6","Dizel","2017","Automatik","250000","3.0","160","4/5"
"Koristeno","4236","","Mercedes-Benz","E 350","Dizel","2010","Automatik","277000","3.0","195","4/5"
"Novo","494","53234","Skoda","Octavia","Benzin","2024","Manuelni","0","1.5","85","4/5"
"Koristeno","9483","16500","Ford","Kuga","Dizel","2010","Automatik","253900","2.0","120","4/5"
"Koristeno","2481","28300","Audi","Q3","Dizel","2013","Automatik","254000","2.0","130","4/5"
"Koristeno","1526","63000","Mercedes-Benz","S 350","Dizel","2014","Automatik","230000","3.0","190","4/5"
"Koristeno","297","25300","Volkswagen","Passat","Dizel","2018","Automatik","155300","1.6","85","4/5"
"Koristeno","6802","","Nissan","Navara","Dizel","2008","Manuelni","260000","2.5","126","4/5"
"Koristeno","1029","30499","Nissan","Qashqai","Dizel","2016","Manuelni","63663","1.6","96","4/5"
"Koristeno","3518","6900","Volkswagen","Passat","Benzin","2007","Automatik","280000","2.0","147","4/5"
"Koristeno","1055","74900","Land Rover","Range Rover Sport","Dizel","2016","Automatik","222000","3.0","190","4/5"
"Koristeno","288","118000","Audi","A8","Dizel","2019","Automatik","56856","3.0","210","4/5"
"Koristeno","2270","13700","Audi","A3","Dizel","2008","Manuelni","252000","2.0","103","4/5"
"Koristeno","17322","19500","Mercedes-Benz","E 200","Dizel","2011","Automatik","227792","2.2","100","4/5"
"Koristeno","2898","25900","Audi","Q5","Dizel","2012","Manuelni","276223","2.0","105","4/5"
"Koristeno","7448","22900","Mercedes-Benz","C 220","Dizel","2012","Manuelni","211734","2.2","125","4/5"
"Koristeno","2179","16900","BMW","X1","Dizel","2010","Manuelni","264552","2.0","130","4/5"
"Koristeno","3608","77000","Audi","A6","Dizel","2018","Automatik","160000","3.0","210","4/5"
"Koristeno","1311","12900","Audi","A3","Dizel","2009","Manuelni","319000","1.6","77","4/5"
"Koristeno","6202","58000","Alfa Romeo","Stelvio","Dizel","2017","Automatik","170000","2.2","154","4/5"
"Koristeno","1520","53900","Volkswagen","Amarok","Dizel","2016","Automatik","176348","2.0","132","4/5"
"Koristeno","828","13799","Audi","A3","Dizel","2011","Manuelni","232000","1.6","77","4/5"
"Koristeno","2444","16900","BMW","116","Dizel","2012","Manuelni","217000","2.0","85","4/5"
"Koristeno","552","67500","Audi","Q5","Dizel","2020","Automatik","171000","2.0","150","4/5"
"Koristeno","4531","31500","BMW","530","Dizel","2011","Automatik","238000","3.0","190","4/5"
"Koristeno","3814","14200","Skoda","Octavia RS","Dizel","2012","Manuelni","216000","1.6","77","4/5"
"Koristeno","872","69000","Ford","Mustang","Benzin","2017","Manuelni","70559","2.3","233","2/3"
"Koristeno","134","","Peugeot","3008","Dizel","2021","Automatik","96277","1.5","95","4/5"
"Koristeno","3282","21700","Volkswagen","Passat Alltrack","Dizel","2013","Automatik","253000","2.0","130","4/5"
"Koristeno","312","75000","Porsche","Macan","Dizel","2015","Automatik","121000","3.0","190","4/5"
"Koristeno","12838","139000","Mercedes-Benz","S 63 AMG","Benzin","2015","Automatik","169000","5.5","430","2/3"
"Koristeno","12719","12500","Peugeot","308","Dizel","2009","Manuelni","190000","2.0","103","2/3"
"Koristeno","268","23800","Toyota","RAV 4","Dizel","2012","Automatik","156000","2.2","110","4/5"
"Koristeno","5225","19500","Volkswagen","Tiguan","Dizel","2010","Automatik","193000","2.0","103","4/5"
"Koristeno","388","19690","Volkswagen","Caddy","Dizel","2014","Manuelni","276320","2.0","103","4/5"
"Koristeno","1286","30000","Volkswagen","Passat","Dizel","2017","Manuelni","182000","1.6","88","4/5"
"Koristeno","478","2999","Volkswagen","Passat","Dizel","2001","Manuelni","390000","1.9","74","4/5"
"Koristeno","278","","Seat","Alhambra","Dizel","2010","Automatik","277","2.0","103","4/5"
"Koristeno","764","23950","Skoda","Octavia","Dizel","2020","Manuelni","195000","1.6","85","4/5"
"Koristeno","1677","16500","Jaguar","XF","Dizel","2009","Automatik","265000","2.7","152","4/5"
"Koristeno","2080","27900","Audi","Q5","Dizel","2011","Automatik","296000","3.0","160","4/5"
"Koristeno","522","9299","Opel","Meriva","Dizel","2011","Manuelni","205000","1.7","82","4/5"
"Novo","860","63792","Skoda","Octavia","Dizel","2024","Automatik","0","2.0","110","4/5"
"Koristeno","247","9900","Volkswagen","Caddy","Dizel","2005","Manuelni","313","1.9","77","4/5"
"Koristeno","168","15499","Volkswagen","Golf","Dizel","2012","Manuelni","229000","1.6","77","4/5"
"Koristeno","1249","99999","BMW","X5","Dizel","2019","Automatik","180000","3.0","195","4/5"
"Koristeno","227","","Volvo","XC 60","Dizel","2017","Automatik","249085","2.0","140","4/5"
"Koristeno","33758","23300","Mazda","3","Dizel","2015","Automatik","150000","2.2","110","4/5"
"Koristeno","1515","7400","Ford","Focus","Dizel","2010","Manuelni","245000","1.6","80","4/5"
"Koristeno","2791","30800","Volkswagen","Passat","Dizel","2018","Manuelni","171235","1.6","88","4/5"
"Koristeno","1618","21000","Citroen","C4 Aircross","Dizel","2013","Manuelni","230000","1.6","86","4/5"
"Koristeno","376","99980","Volvo","XC 90","Dizel","2020","Automatik","83224","2.0","173","4/5"
"Koristeno","550","13600","Volkswagen","Golf","Dizel","2012","Manuelni","223000","1.6","77","4/5"
"Koristeno","8473","","Mercedes-Benz","E 220","Dizel","2013","Automatik","245000","2.2","100","4/5"
"Koristeno","2952","165980","Mercedes-Benz","AMG GT","Benzin","2019","Automatik","79000","3.0","270","4/5"
"Koristeno","445","55000","Mercedes-Benz","E 220","Dizel","2017","Automatik","190000","2.0","143","4/5"
"Koristeno","1162","9750","Skoda","Fabia","Dizel","2011","Manuelni","230000","1.6","66","4/5"
"Koristeno","3221","39900","Audi","A7","Dizel","2011","Automatik","280000","3.0","180","4/5"
"Koristeno","6134","15699","Audi","A4","Benzin","2009","Manuelni","107000","1.8","120","4/5"
"Koristeno","815","13250","Suzuki","SX4","Dizel","2014","Manuelni","148643","2.0","99","4/5"
"Koristeno","6133","96970","Volkswagen","Touareg","Dizel","2019","Automatik","130000","3.0","170","4/5"
"Koristeno","5394","27500","BMW","316","Dizel","2012","Manuelni","243000","2.0","85","4/5"
"Koristeno","17812","43800","Skoda","Octavia","Dizel","2020","Automatik","175000","2.0","110","4/5"
"Koristeno","494","12750","Volkswagen","Golf Plus","Dizel","2010","Manuelni","228000","1.6","77","4/5"
"Koristeno","2625","14900","Volkswagen","Golf Plus","Dizel","2011","Manuelni","203000","1.6","77","4/5"
"Koristeno","1133","35900","Skoda","Octavia","Dizel","2016","Automatik","269000","2.0","140","4/5"
"Novo","2420","","Jaguar","E-Pace","Dizel","2023","Automatik","10","2.0","120","4/5"
"Koristeno","4743","23999","Audi","A3","Dizel","2013","Manuelni","180000","2.0","103","4/5"
"Koristeno","10476","","Audi","A8","Benzin","2019","Automatik","78000","3.0","250","4/5"
"Koristeno","998","11400","Mercedes-Benz","B 200","Dizel","2011","Manuelni","242000","2.0","80","4/5"
"Koristeno","997","71000","BMW","640 Gran Coupe","Dizel","2012","Automatik","282000","4.0","230","4/5"
"Koristeno","149","62900","Volvo","XC 60","Dizel","2019","Automatik","145500","2.0","145","4/5"
"Novo","550","63440","Skoda","Octavia","Dizel","2024","Automatik","0","2.0","110","4/5"
"Koristeno","85","26500","Volvo","XC 60","Dizel","2012","Automatik","280000","2.4","120","4/5"
"Koristeno","378","18800","BMW","X3","Dizel","2010","Manuelni","150000","2.0","105","4/5"
"Koristeno","611","17900","Renault","Captur","Dizel","2015","Manuelni","215000","1.5","66","4/5"
"Koristeno","5219","30999","Audi","A3","Dizel","2019","Manuelni","201000","1.6","85","4/5"
"Koristeno","895","22900","Nissan","Pathfinder","Dizel","2007","Manuelni","249000","2.5","126","4/5"
"Koristeno","794","8100","Opel","Corsa","Benzin","2010","Manuelni","145000","1.4","64","4/5"
"Koristeno","165","11000","BMW","525","Dizel","2005","Automatik","315000","2.5","130","4/5"
"Koristeno","786","13200","Volkswagen","Golf Plus","Dizel","2009","Automatik","249000","1.6","77","4/5"
"Koristeno","805","18999","Volkswagen","Passat CC","Dizel","2011","Manuelni","240123","2.0","103","4/5"
"Koristeno","1453","27500","BMW","X3","Dizel","2011","Automatik","210000","2.0","135","4/5"
"Koristeno","3137","45000","BMW","320","Dizel","2017","Manuelni","254000","2.0","140","4/5"
"Koristeno","2085","14000","Ford","S-Max","Dizel","2011","Automatik","311201","2.0","120","4/5"
"Koristeno","1482","22900","Citroen","C3","Dizel","2021","Manuelni","121000","1.5","75","4/5"
"Koristeno","2281","14500","Mercedes-Benz","E 200","Dizel","2011","Automatik","280000","2.2","100","4/5"
"Koristeno","447","43980","Skoda","Karoq","Dizel","2020","Automatik","101670","1.6","85","4/5"
"Koristeno","361","10900","Skoda","Octavia","Dizel","2009","Manuelni","269000","1.6","77","4/5"
"Koristeno","422","","Peugeot","308","Dizel","2019","Automatik","174000","1.5","96","4/5"
"Koristeno","2690","4200","Mercedes-Benz","GL 350","Dizel","2002","Automatik","166000","1.7","70","4/5"
"Koristeno","200","22000","Volkswagen","Golf","Dizel","2013","Manuelni","171000","1.6","81","4/5"
"Novo","1925","","Land Rover","Range Rover Evoque","Dizel","2024","Automatik","15","2.0","120","4/5"
"Koristeno","31049","","Mitsubishi","L200","Dizel","2012","Automatik","250000","2.5","132","4/5"
"Koristeno","3148","35900","Volkswagen","Passat","Dizel","2019","Automatik","219000","2.0","140","4/5"
"Koristeno","1001","23900","Volkswagen","Passat Alltrack","Dizel","2015","Manuelni","198000","2.0","103","4/5"
"Koristeno","1439","239900","Audi","RSQ8","Benzin","2021","Automatik","45000","4.0","441","4/5"
"Koristeno","1537","29500","BMW","530","Dizel","2011","Automatik","290000","3.0","180","4/5"
"Koristeno","9170","61000","BMW","520","Dizel","2019","Manuelni","207000","2.0","140","4/5"
"Koristeno","1027","15500","Toyota","RAV 4","Dizel","2008","Manuelni","290000","2.2","100","4/5"
"Koristeno","954","","Volkswagen","Tiguan","Dizel","2013","Manuelni","171000","2.0","103","4/5"
"Novo","7094","","Mazda","CX-30","Benzin","2024","Manuelni","1","2.0","90","4/5"
"Koristeno","893","10500","Opel","Astra","Dizel","2011","Manuelni","204000","1.7","92","4/5"
"Koristeno","1834","24900","Hyundai","ix35","Dizel","2014","Automatik","210000","2.0","135","4/5"
"Koristeno","2799","12950","Volkswagen","Polo","Dizel","2013","Manuelni","225000","1.6","66","2/3"
"Koristeno","23683","32900","Audi","A3","Dizel","2018","Automatik","204000","1.6","81","4/5"
"Koristeno","492","7250","Renault","Modus","Benzin","2008","Manuelni","210000","1.2","55","4/5"
"Koristeno","1092","45900","Audi","SQ5","Dizel","2014","Automatik","173000","3.0","265","4/5"
"Koristeno","3464","48900","Audi","RSQ3","Benzin","2014","Automatik","145000","2.5","228","4/5"
"Koristeno","1363","20900","Skoda","Octavia","Dizel","2013","Automatik","250796","2.0","110","4/5"
"Koristeno","390","4200","Renault","Scenic","Dizel","2005","Manuelni","276080","1.9","85","4/5"
"Koristeno","874","9500","Fiat","Sedici","Dizel","2009","Manuelni","151","1.9","88","4/5"
"Koristeno","4365","","Peugeot","308","Dizel","2017","Automatik","201200","1.6","88","4/5"
"Koristeno","5636","9500","Peugeot","407","Dizel","2010","Manuelni","285000","2.0","103","4/5"
"Koristeno","1745","16000","Nissan","X-Trail","Dizel","2008","Manuelni","233156","2.0","110","4/5"
"Koristeno","2661","22000","Hyundai","ix35","Dizel","2011","Automatik","264280","2.0","135","4/5"
"Koristeno","516","5999","Peugeot","207","Dizel","2007","Manuelni","204000","1.4","50","2/3"
"Koristeno","820","23900","Volvo","XC 60","Dizel","2010","Manuelni","281000","2.4","120","4/5"
"Koristeno","602","9999","Renault","Scenic","Dizel","2012","Manuelni","253000","1.5","70","4/5"
"Koristeno","5850","12400","Volkswagen","Golf","Dizel","2009","Manuelni","288000","2.0","81","4/5"
"Koristeno","693","9999","Renault","Grand Scenic","Dizel","2012","Manuelni","256000","1.5","81","4/5"
"Koristeno","575","10700","Skoda","Octavia","Dizel","2010","Manuelni","234000","1.6","77","4/5"
"Koristeno","3410","31999","Volkswagen","Golf","Benzin","2015","Manuelni","168456","2.0","169","4/5"
"Koristeno","1571","10500","Volkswagen","Passat","Dizel","2009","Manuelni","316000","2.0","81","4/5"
"Koristeno","1298","","Volkswagen","Caddy","Dizel","2012","Manuelni","232200","1.6","75","4/5"
"Koristeno","1259","15990","Peugeot","308","Dizel","2014","Manuelni","200000","1.6","85","4/5"
"Koristeno","1928","12000","Audi","A6","Dizel","2005","Automatik","270000","3.0","165","4/5"
"Koristeno","500","41000","BMW","X6","Dizel","2008","Automatik","220000","3.5","210","4/5"
